DATA DA OCORRÊNCIA,NOME EMPPR,FUNCAO-DENOMINACAO,VALOR
3/4/2025,Operador 10,MECANICO DE MANUTENCAO JR,"8,78"
3/4/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"7,18"
3/4/2025,Operador 20,MECANICO MANUTENCAO PL,"9,63"
3/4/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"7,73"
3/4/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"7,75"
3/4/2025,Operador 26,MECANICO MANUTENCAO PL,"7,55"
3/4/2025,Operador 27,OP CALD UTI PL,"7,8"
3/4/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"7,7"
3/4/2025,Operador 31,FERRAMENTEIRO SR,"8,28"
3/5/2025,Operador 1,TECNICO ELETRONICO JR,"0,42"
3/5/2025,Operador 2,MECANICO MANUTENCAO SR,"1,07"
3/5/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,28"
3/5/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,5"
3/5/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,48"
3/5/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,7"
3/5/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,45"
3/5/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,82"
3/5/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,48"
3/5/2025,Operador 18,MECANICO MANUTENCAO PL,"0,4"
3/5/2025,Operador 20,MECANICO MANUTENCAO PL,"0,38"
3/5/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,32"
3/5/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,28"
3/5/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,62"
3/5/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,95"
3/5/2025,Operador 26,MECANICO MANUTENCAO PL,"0,32"
3/5/2025,Operador 27,OP CALD UTI PL,"0,3"
3/5/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,28"
3/5/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
3/5/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"0,02"
3/5/2025,Operador 38,FERRAMENTEIRO SR,"0,12"
3/6/2025,Operador 1,TECNICO ELETRONICO JR,"0,55"
3/6/2025,Operador 2,MECANICO MANUTENCAO SR,"1,1"
3/6/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,42"
3/6/2025,Operador 10,MECANICO DE MANUTENCAO JR,"1,03"
3/6/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,82"
3/6/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,45"
3/6/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"1,1"
3/6/2025,Operador 18,MECANICO MANUTENCAO PL,"0,5"
3/6/2025,Operador 20,MECANICO MANUTENCAO PL,"0,5"
3/6/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,57"
3/6/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,55"
3/6/2025,Operador 32,MECANICO MANUTENCAO SR,"0,32"
3/6/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,52"
3/6/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"2,18"
3/6/2025,Operador 37,MECANICO MANUTENCAO SR,"0,62"
3/6/2025,Operador 38,FERRAMENTEIRO SR,"1,5"
3/7/2025,Operador 1,TECNICO ELETRONICO JR,"0,12"
3/7/2025,Operador 2,MECANICO MANUTENCAO SR,"1,05"
3/7/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,38"
3/7/2025,Operador 5,MECANICO MANUTENCAO PL,"0,98"
3/7/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,55"
3/7/2025,Operador 11,OP CALD UTI PL,"0,25"
3/7/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,73"
3/7/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,4"
3/7/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"1,9"
3/7/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,4"
3/7/2025,Operador 18,MECANICO MANUTENCAO PL,"0,28"
3/7/2025,Operador 19,OP UTILIDADES JR,"0,53"
3/7/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,43"
3/7/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,45"
3/7/2025,Operador 26,MECANICO MANUTENCAO PL,"0,4"
3/7/2025,Operador 27,OP CALD UTI PL,"0,17"
3/7/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,38"
3/7/2025,Operador 33,MECANICO MANUTENCAO SR,"0,15"
3/7/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,3"
3/7/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,13"
3/7/2025,Operador 37,MECANICO MANUTENCAO SR,"0,28"
3/7/2025,Operador 38,FERRAMENTEIRO SR,"1,1"
3/8/2025,Operador 1,TECNICO ELETRONICO JR,"0,7"
3/8/2025,Operador 2,MECANICO MANUTENCAO SR,"1,47"
3/8/2025,Operador 3,TEC ELETRICO MECANICO PL,"1,4"
3/8/2025,Operador 7,FERRAMENTEIRO,"0,15"
3/8/2025,Operador 19,OP UTILIDADES JR,"0,25"
3/8/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,67"
3/8/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"4,72"
3/8/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,65"
3/8/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,7"
3/8/2025,Operador 26,MECANICO MANUTENCAO PL,"0,42"
3/8/2025,Operador 27,OP CALD UTI PL,"0,42"
3/8/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,5"
3/8/2025,Operador 33,MECANICO MANUTENCAO SR,"0,4"
3/8/2025,Operador 37,MECANICO MANUTENCAO SR,"0,4"
3/8/2025,Operador 38,FERRAMENTEIRO SR,"7,18"
3/9/2025,Operador 1,TECNICO ELETRONICO JR,"0,28"
3/9/2025,Operador 2,MECANICO MANUTENCAO SR,"1,07"
3/9/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,23"
3/9/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,15"
3/9/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"2,6"
3/9/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
3/9/2025,Operador 19,OP UTILIDADES JR,"0,32"
3/9/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,35"
3/9/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,18"
3/9/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,28"
3/9/2025,Operador 26,MECANICO MANUTENCAO PL,"0,13"
3/9/2025,Operador 27,OP CALD UTI PL,"0,27"
3/9/2025,Operador 33,MECANICO MANUTENCAO SR,"0,13"
3/9/2025,Operador 37,MECANICO MANUTENCAO SR,"0,1"
3/10/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,4"
3/10/2025,Operador 5,MECANICO MANUTENCAO PL,"1,8"
3/10/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,1"
3/10/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
3/10/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,35"
3/10/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,48"
3/10/2025,Operador 15,ASSISTENTE ALMOXARIFADO,1
3/10/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,77"
3/10/2025,Operador 18,MECANICO MANUTENCAO PL,"1,3"
3/10/2025,Operador 19,OP UTILIDADES JR,"0,5"
3/10/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,77"
3/10/2025,Operador 26,MECANICO MANUTENCAO PL,"0,55"
3/10/2025,Operador 27,OP CALD UTI PL,"0,25"
3/10/2025,Operador 38,FERRAMENTEIRO SR,"0,22"
3/10/2025,Operador 39,MECANICO MANUTENCAO PL,"0,15"
3/10/2025,Operador 40,MECANICO MANUTENCAO PL,"0,35"
3/11/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,12"
3/11/2025,Operador 5,MECANICO MANUTENCAO PL,"0,33"
3/11/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,07"
3/11/2025,Operador 10,MECANICO DE MANUTENCAO JR,"1,42"
3/11/2025,Operador 11,OP CALD UTI PL,"0,13"
3/11/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,92"
3/11/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,5"
3/11/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,23"
3/11/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,42"
3/11/2025,Operador 18,MECANICO MANUTENCAO PL,"0,33"
3/11/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,9"
3/11/2025,Operador 27,OP CALD UTI PL,"0,18"
3/11/2025,Operador 33,MECANICO MANUTENCAO SR,"0,17"
3/11/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,83"
3/11/2025,Operador 37,MECANICO MANUTENCAO SR,"0,17"
3/11/2025,Operador 38,FERRAMENTEIRO SR,"0,55"
3/12/2025,Operador 1,TECNICO ELETRONICO JR,"0,15"
3/12/2025,Operador 2,MECANICO MANUTENCAO SR,"0,55"
3/12/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,4"
3/12/2025,Operador 5,MECANICO MANUTENCAO PL,"0,53"
3/12/2025,Operador 10,MECANICO DE MANUTENCAO JR,"1,4"
3/12/2025,Operador 11,OP CALD UTI PL,"0,2"
3/12/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,83"
3/12/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,55"
3/12/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,23"
3/12/2025,Operador 16,FERRAMENTEIRO SR,"0,13"
3/12/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
3/12/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,03"
3/12/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,2"
3/12/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
3/12/2025,Operador 26,MECANICO MANUTENCAO PL,"0,17"
3/12/2025,Operador 27,OP CALD UTI PL,"0,15"
3/12/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
3/12/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,38"
3/12/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,12"
3/12/2025,Operador 38,FERRAMENTEIRO SR,"0,9"
3/12/2025,Operador 39,MECANICO MANUTENCAO PL,"0,23"
3/13/2025,Operador 1,TECNICO ELETRONICO JR,"0,15"
3/13/2025,Operador 2,MECANICO MANUTENCAO SR,"0,68"
3/13/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,92"
3/13/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,65"
3/13/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,22"
3/13/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
3/13/2025,Operador 32,MECANICO MANUTENCAO SR,"0,07"
3/13/2025,Operador 33,MECANICO MANUTENCAO SR,"0,15"
3/13/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,35"
3/13/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,17"
3/13/2025,Operador 39,MECANICO MANUTENCAO PL,"0,07"
3/14/2025,Operador 1,TECNICO ELETRONICO JR,"0,17"
3/14/2025,Operador 2,MECANICO MANUTENCAO SR,"0,58"
3/14/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,12"
3/14/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,9"
3/14/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,37"
3/14/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
3/14/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,25"
3/15/2025,Operador 1,TECNICO ELETRONICO JR,"0,38"
3/15/2025,Operador 2,MECANICO MANUTENCAO SR,"0,75"
3/15/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,23"
3/15/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
3/16/2025,Operador 1,TECNICO ELETRONICO JR,"0,23"
3/16/2025,Operador 2,MECANICO MANUTENCAO SR,"0,78"
3/16/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,25"
3/16/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,33"
3/16/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,28"
3/16/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,23"
3/16/2025,Operador 26,MECANICO MANUTENCAO PL,"0,25"
3/16/2025,Operador 27,OP CALD UTI PL,"0,17"
3/16/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
3/17/2025,Operador 1,TECNICO ELETRONICO JR,"0,17"
3/17/2025,Operador 2,MECANICO MANUTENCAO SR,"0,75"
3/17/2025,Operador 3,TEC ELETRICO MECANICO PL,"1,35"
3/17/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,2"
3/17/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"1,62"
3/17/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,1"
3/17/2025,Operador 16,FERRAMENTEIRO SR,1
3/17/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,03"
3/17/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,17"
3/17/2025,Operador 24,MECANICO DE MANUTENCAO JR,"2,77"
3/17/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
3/17/2025,Operador 26,MECANICO MANUTENCAO PL,"1,37"
3/17/2025,Operador 27,OP CALD UTI PL,"1,55"
3/17/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"2,9"
3/17/2025,Operador 31,FERRAMENTEIRO SR,"1,05"
3/17/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,72"
3/17/2025,Operador 37,MECANICO MANUTENCAO SR,"1,5"
3/17/2025,Operador 38,FERRAMENTEIRO SR,"0,15"
3/18/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,32"
3/18/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,35"
3/18/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,13"
3/18/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,13"
3/18/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,53"
3/18/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,07"
3/18/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,42"
3/18/2025,Operador 26,MECANICO MANUTENCAO PL,"0,3"
3/18/2025,Operador 27,OP CALD UTI PL,"0,17"
3/18/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,32"
3/18/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"1,55"
3/18/2025,Operador 32,MECANICO MANUTENCAO SR,"0,17"
3/18/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,85"
3/18/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"0,37"
3/19/2025,Operador 2,MECANICO MANUTENCAO SR,"0,5"
3/19/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,13"
3/19/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,22"
3/19/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,23"
3/19/2025,Operador 18,MECANICO MANUTENCAO PL,"0,17"
3/19/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,67"
3/19/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,27"
3/19/2025,Operador 26,MECANICO MANUTENCAO PL,"0,23"
3/19/2025,Operador 27,OP CALD UTI PL,"0,35"
3/19/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
3/19/2025,Operador 31,FERRAMENTEIRO SR,"0,15"
3/19/2025,Operador 32,MECANICO MANUTENCAO SR,"0,05"
3/19/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,43"
3/19/2025,Operador 38,FERRAMENTEIRO SR,"0,15"
3/20/2025,Operador 1,TECNICO ELETRONICO JR,"0,12"
3/20/2025,Operador 2,MECANICO MANUTENCAO SR,"0,82"
3/20/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,13"
3/20/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,27"
3/20/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,12"
3/20/2025,Operador 18,MECANICO MANUTENCAO PL,"0,1"
3/20/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,15"
3/20/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
3/20/2025,Operador 26,MECANICO MANUTENCAO PL,"0,35"
3/20/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,52"
3/20/2025,Operador 32,MECANICO MANUTENCAO SR,"0,27"
3/20/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,27"
3/21/2025,Operador 1,TECNICO ELETRONICO JR,"0,22"
3/21/2025,Operador 2,MECANICO MANUTENCAO SR,"0,9"
3/21/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,42"
3/21/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,77"
3/21/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,85"
3/21/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,35"
3/21/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,03"
3/21/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,5"
3/21/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
3/21/2025,Operador 26,MECANICO MANUTENCAO PL,"0,4"
3/21/2025,Operador 27,OP CALD UTI PL,"0,38"
3/21/2025,Operador 32,MECANICO MANUTENCAO SR,"0,2"
3/21/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,83"
3/22/2025,Operador 1,TECNICO ELETRONICO JR,"0,1"
3/22/2025,Operador 2,MECANICO MANUTENCAO SR,"0,9"
3/22/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,4"
3/22/2025,Operador 32,MECANICO MANUTENCAO SR,"0,12"
3/22/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"5,05"
3/22/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"0,18"
3/22/2025,Operador 40,MECANICO MANUTENCAO PL,"0,65"
3/23/2025,Operador 2,MECANICO MANUTENCAO SR,"0,93"
3/23/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
3/23/2025,Operador 19,OP UTILIDADES JR,"0,12"
3/23/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,25"
3/23/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,1"
3/23/2025,Operador 32,MECANICO MANUTENCAO SR,"0,4"
3/24/2025,Operador 1,TECNICO ELETRONICO JR,"0,12"
3/24/2025,Operador 2,MECANICO MANUTENCAO SR,"0,9"
3/24/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,62"
3/24/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,1"
3/24/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,02"
3/24/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,95"
3/24/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,98"
3/24/2025,Operador 18,MECANICO MANUTENCAO PL,"0,17"
3/24/2025,Operador 20,MECANICO MANUTENCAO PL,"1,15"
3/24/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,18"
3/24/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,88"
3/24/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,18"
3/24/2025,Operador 26,MECANICO MANUTENCAO PL,"0,87"
3/24/2025,Operador 27,OP CALD UTI PL,"0,65"
3/24/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
3/24/2025,Operador 31,FERRAMENTEIRO SR,"0,2"
3/24/2025,Operador 37,MECANICO MANUTENCAO SR,"0,27"
3/24/2025,Operador 38,FERRAMENTEIRO SR,"0,15"
3/25/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,17"
3/25/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,97"
3/25/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,38"
3/25/2025,Operador 19,OP UTILIDADES JR,"0,2"
3/25/2025,Operador 20,MECANICO MANUTENCAO PL,"0,35"
3/25/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,5"
3/25/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,35"
3/25/2025,Operador 26,MECANICO MANUTENCAO PL,"0,3"
3/25/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
3/25/2025,Operador 31,FERRAMENTEIRO SR,"0,18"
3/25/2025,Operador 33,MECANICO MANUTENCAO SR,"0,27"
3/25/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,68"
3/25/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,17"
3/25/2025,Operador 37,MECANICO MANUTENCAO SR,"0,17"
3/26/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,17"
3/26/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,13"
3/26/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,7"
3/26/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,75"
3/26/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,48"
3/26/2025,Operador 18,MECANICO MANUTENCAO PL,"0,15"
3/26/2025,Operador 20,MECANICO MANUTENCAO PL,"0,15"
3/26/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,48"
3/26/2025,Operador 26,MECANICO MANUTENCAO PL,"0,22"
3/26/2025,Operador 27,OP CALD UTI PL,"0,38"
3/26/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
3/26/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,42"
3/26/2025,Operador 31,FERRAMENTEIRO SR,"1,42"
3/26/2025,Operador 32,MECANICO MANUTENCAO SR,"0,13"
3/26/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,52"
3/26/2025,Operador 38,FERRAMENTEIRO SR,"1,6"
3/27/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,5"
3/27/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,23"
3/27/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,2"
3/27/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,38"
3/27/2025,Operador 18,MECANICO MANUTENCAO PL,"0,23"
3/27/2025,Operador 20,MECANICO MANUTENCAO PL,"0,45"
3/27/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,45"
3/27/2025,Operador 26,MECANICO MANUTENCAO PL,"0,38"
3/27/2025,Operador 27,OP CALD UTI PL,"0,77"
3/27/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,35"
3/27/2025,Operador 31,FERRAMENTEIRO SR,"0,52"
3/27/2025,Operador 32,MECANICO MANUTENCAO SR,"0,2"
3/27/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,88"
3/27/2025,Operador 37,MECANICO MANUTENCAO SR,"0,13"
3/27/2025,Operador 38,FERRAMENTEIRO SR,"0,45"
3/28/2025,Operador 1,TECNICO ELETRONICO JR,"0,62"
3/28/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,52"
3/28/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,65"
3/28/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,2"
3/28/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,23"
3/28/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,07"
3/28/2025,Operador 18,MECANICO MANUTENCAO PL,"0,75"
3/28/2025,Operador 20,MECANICO MANUTENCAO PL,"0,9"
3/28/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,28"
3/28/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,12"
3/28/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,43"
3/28/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,6"
3/28/2025,Operador 26,MECANICO MANUTENCAO PL,"0,43"
3/28/2025,Operador 27,OP CALD UTI PL,"0,38"
3/28/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,43"
3/28/2025,Operador 31,FERRAMENTEIRO SR,"0,13"
3/28/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,67"
3/28/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,12"
3/28/2025,Operador 38,FERRAMENTEIRO SR,"0,63"
3/29/2025,Operador 1,TECNICO ELETRONICO JR,"0,18"
3/29/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,1"
3/29/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"4,7"
3/29/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"2,45"
3/29/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,2"
3/29/2025,Operador 27,OP CALD UTI PL,"0,33"
3/30/2025,Operador 1,TECNICO ELETRONICO JR,"0,22"
3/30/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,2"
3/30/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,15"
3/30/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
3/30/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"0,32"
3/31/2025,Operador 1,TECNICO ELETRONICO JR,"0,38"
3/31/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,38"
3/31/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,98"
3/31/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,9"
3/31/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,38"
3/31/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,73"
3/31/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,88"
3/31/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,17"
3/31/2025,Operador 19,OP UTILIDADES JR,"0,33"
3/31/2025,Operador 20,MECANICO MANUTENCAO PL,"2,98"
3/31/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,38"
3/31/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,12"
3/31/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,02"
3/31/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,37"
3/31/2025,Operador 26,MECANICO MANUTENCAO PL,"0,38"
3/31/2025,Operador 27,OP CALD UTI PL,"0,53"
3/31/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,15"
3/31/2025,Operador 31,FERRAMENTEIRO SR,"1,82"
3/31/2025,Operador 33,MECANICO MANUTENCAO SR,"0,33"
3/31/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"2,6"
3/31/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,15"
